City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Isabela,PH,6.7085,121.9711,77.05,90,100,4.74,light rain
469,Ransang,PH,8.9603,117.5828,79.39,84,100,3.6,overcast clouds
470,Pokrov,RU,55.92,39.1769,37.83,93,99,5.39,overcast clouds
471,Deniliquin,AU,-35.5333,144.9667,56.19,82,50,10.67,scattered clouds
472,Ostersund,SE,63.1792,14.6357,34.25,80,20,10.36,few clouds
473,Muana,BR,-1.5283,-49.2167,76.84,93,96,4.9,moderate rain
474,Cabadiangan,PH,9.7531,122.4739,78.57,88,81,5.37,broken clouds
475,Ponta Delgada,PT,37.7333,-25.6667,63.32,100,75,8.05,mist
476,Xuzhou,CN,34.1805,117.1571,50.34,82,66,2.93,broken clouds
477,Pathein,MM,16.7833,94.7333,80.04,82,78,6.4,broken clouds
478,Ryotsu,JP,38.0833,138.4333,48.38,66,34,5.86,scattered clouds
479,Ljungby,SE,56.8332,13.9408,48.61,76,98,2.3,overcast clouds
480,Hirara,JP,24.8,125.2833,74.77,83,100,13.89,overcast clouds
481,Roald,NO,62.5833,6.1333,45.75,87,75,10.36,broken clouds
482,Dingle,PH,10.9995,122.6711,76.44,91,69,5.77,broken clouds
483,Ramona,US,33.0417,-116.8681,80.76,50,0,12.66,clear sky
484,Nyurba,RU,63.2842,118.3319,31.51,92,83,5.75,broken clouds
485,Luganville,VU,-15.5333,167.1667,81.01,77,100,0.85,overcast clouds
486,Stellenbosch,ZA,-33.9346,18.8668,57.81,89,84,2.48,broken clouds
487,Dharchula,IN,29.85,80.5333,66.87,40,26,7.72,scattered clouds
488,Ewo,CG,-0.8725,14.8206,74.35,87,95,2.19,overcast clouds
489,Dubti,ET,11.7361,41.0853,85.08,58,73,14.41,broken clouds
490,Vanavara,RU,60.34,102.2797,41.83,97,98,8.19,overcast clouds
491,Borogontsy,RU,62.6683,131.1683,26.8,86,100,0.13,overcast clouds
492,Mount Gambier,AU,-37.8333,140.7667,46.31,93,40,9.22,scattered clouds
493,Wanlaweyn,SO,2.6185,44.8938,80.04,80,79,8.79,broken clouds
494,Bonavista,CA,48.6499,-53.1147,35.51,98,100,8.61,overcast clouds
495,Zhangjiakou,CN,40.81,114.8794,41.31,29,25,6.91,light rain
496,Kulhudhuffushi,MV,6.6221,73.07,84.94,74,66,8.39,broken clouds
497,Ukiah,US,39.1502,-123.2078,74.44,34,0,10.36,clear sky
498,Sur,OM,22.5667,59.5289,88.84,41,0,9.91,clear sky
499,Bam,IR,29.106,58.357,80.02,26,58,9.84,broken clouds
500,Atbasar,KZ,51.8,68.3333,58.05,39,1,0.78,clear sky
501,Cabra,ES,37.4725,-4.4421,56.57,61,0,4.29,clear sky
502,Beira,MZ,-19.8436,34.8389,69.89,94,0,2.3,clear sky
503,Erzin,TR,36.9559,36.2,67.41,52,28,7.96,scattered clouds
504,Matranovak,HU,48.0381,19.9826,52.68,66,80,2.13,broken clouds
505,Rundu,NA,-17.9333,19.7667,63.43,48,0,4.85,clear sky
506,Half Moon Bay,US,37.4636,-122.4286,75.88,62,0,20.71,clear sky
507,Vostok,RU,46.4856,135.8833,40.57,41,46,3.53,scattered clouds
508,Tilichiki,RU,60.4667,166.1,25.41,83,8,9.8,clear sky
509,Khandbari,NP,27.3747,87.2039,67.5,67,50,2.8,scattered clouds
510,Daru,PG,-9.0763,143.2092,80.2,83,97,6.78,overcast clouds
511,Iracoubo,GF,5.4802,-53.2011,79.47,84,73,12.15,broken clouds
512,Sangar,RU,63.9242,127.4739,20.79,85,42,4.34,scattered clouds
513,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,81.36,40,83,2.19,broken clouds
514,Beyneu,KZ,45.3167,55.2,71.29,18,25,12.46,scattered clouds
515,Murgab,TM,37.4966,61.9714,73.27,49,20,4.61,few clouds
516,Hovd,MN,48.0056,91.6419,42.48,28,0,1.14,clear sky
517,Mastic Beach,US,40.7668,-72.8521,63.03,17,0,18.41,clear sky
518,Bulgan,MN,48.8125,103.5347,37.42,41,49,3.09,scattered clouds
519,Cervo,ES,43.6702,-7.4101,54.97,88,21,6.4,few clouds
520,Necochea,AR,-38.5473,-58.7368,47.98,57,88,7.7,overcast clouds
521,Huarmey,PE,-10.0681,-78.1522,70.45,78,81,10.56,broken clouds
522,Yakeshi,CN,49.2833,120.7333,32.41,58,27,11.61,scattered clouds
523,Snyder,US,32.7179,-100.9176,98.1,3,0,17.27,clear sky
524,Feltre,IT,46.0235,11.907,59.92,69,82,1.01,broken clouds
525,Cocobeach,GA,1.0002,9.5823,77.9,81,88,2.44,overcast clouds
526,Ketchikan,US,55.3422,-131.6461,54.07,43,20,8.05,few clouds
527,Asau,RO,46.4333,26.4,43.72,100,37,3.71,scattered clouds
528,Rambouillet,FR,48.5833,1.9167,56.57,79,60,8.03,broken clouds
529,San Jose,US,37.3394,-121.895,76.91,33,40,13.0,scattered clouds
530,Luena,AO,-11.7833,19.9167,60.3,75,4,4.14,clear sky
531,Mingshui,CN,36.7167,117.5,54.03,61,99,6.78,overcast clouds
532,Bardiyah,LY,31.7561,25.0865,63.27,89,0,11.39,clear sky
533,Santa Fe,AR,-31.6333,-60.7,56.91,62,0,7.23,light rain
534,Burnie,AU,-41.0667,145.9167,50.92,78,72,14.27,broken clouds
535,Ngama,TD,11.7833,17.1667,91.54,35,71,3.36,broken clouds
536,Olinda,BR,-8.0089,-34.8553,78.53,83,75,2.3,broken clouds
537,Magdagachi,RU,53.45,125.8,31.14,45,8,6.62,clear sky
538,Atlantic City,US,39.3643,-74.4229,65.01,15,0,14.97,clear sky
539,Bilma,NE,18.6853,12.9164,89.55,7,86,8.01,overcast clouds
540,Clarksburg,US,39.2807,-80.3445,68.47,17,0,8.05,clear sky
541,Porto Velho,BR,-8.7619,-63.9039,91.45,52,20,6.91,few clouds
542,Zyryanka,RU,65.75,150.85,19.2,87,91,5.21,overcast clouds
543,Springbok,ZA,-29.6643,17.8865,45.05,79,0,2.19,clear sky
544,Zhigansk,RU,66.7697,123.3711,23.18,93,61,17.31,broken clouds
545,Tautira,PF,-17.7333,-149.15,80.67,73,20,20.33,light rain
546,Taoudenni,ML,22.6783,-3.9836,85.84,7,40,7.94,scattered clouds
547,Alugan,PH,12.2188,125.4808,80.19,81,51,5.91,broken clouds
548,Acari,PE,-15.4311,-74.6158,73.54,68,85,5.86,overcast clouds
549,Beloha,MG,-25.1667,45.05,65.62,82,0,10.85,clear sky
550,Shimoda,JP,34.6667,138.95,49.1,77,99,15.1,overcast clouds
551,Gigmoto,PH,13.7796,124.39,79.7,83,74,4.83,broken clouds
552,Jarva-Jaani,EE,59.0386,25.8864,27.5,86,20,4.7,few clouds
553,Karlstad,SE,59.3793,13.5036,34.36,80,53,0.0,broken clouds
554,Koygorodok,RU,60.445,50.9968,25.79,90,15,5.84,few clouds
555,Fukue,JP,32.6881,128.8419,58.21,71,78,24.76,broken clouds
556,Tarrafal,CV,15.2833,-23.7667,72.39,73,1,15.75,clear sky
557,Akyab,MM,20.15,92.9,80.04,86,65,1.3,broken clouds
558,Tibati,CM,6.4667,12.6333,67.32,94,93,4.14,overcast clouds
559,Mae Sai,TH,20.4335,99.8762,77.61,73,100,1.19,overcast clouds
560,Banda Aceh,ID,5.5577,95.3222,80.71,83,93,8.12,overcast clouds
561,Ust-Tsilma,RU,65.441,52.1498,19.09,90,81,4.16,broken clouds
562,Padre Bernardo,BR,-15.35,-48.5,75.06,41,34,5.44,scattered clouds
563,Doha,QA,25.2867,51.5333,78.69,59,0,8.05,clear sky
564,Leopold,AU,-38.1833,144.4667,52.66,86,21,16.11,few clouds
565,Teahupoo,PF,-17.8333,-149.2667,80.56,73,13,21.0,light rain
566,Kefalos,GR,36.7453,26.9589,64.62,68,40,17.27,scattered clouds
567,Calvinia,ZA,-31.4707,19.776,45.72,86,1,2.21,clear sky
568,Nizwa,OM,22.9333,57.5333,84.94,31,1,2.68,clear sky
569,Upata,VE,8.0086,-62.3989,89.19,59,84,4.99,broken clouds
570,Luanda,AO,-8.8368,13.2343,77.09,90,100,6.38,overcast clouds
571,Timaru,NZ,-44.4,171.25,52.07,97,4,4.41,clear sky
572,Dodge City,US,37.7528,-100.0171,89.71,20,0,21.0,clear sky
573,Ruteng,ID,-8.6136,120.4721,60.75,69,42,1.23,scattered clouds
574,Siocon,PH,7.7061,122.1353,78.3,83,100,3.94,overcast clouds
575,Orange Cove,US,36.6244,-119.3137,76.6,24,8,3.6,clear sky
576,Sakhnovshchyna,UA,49.1517,35.872,47.3,67,100,6.15,moderate rain
577,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,41.59,52,0,6.71,clear sky
578,Guilin,CN,25.2819,110.2864,60.91,91,100,6.89,overcast clouds
579,Jagalur,IN,14.5333,76.35,80.49,67,43,13.44,scattered clouds
580,Rio Grande,BR,-32.035,-52.0986,59.11,66,0,7.07,clear sky
581,Ijuin,JP,31.6167,130.4,48.31,76,93,3.36,overcast clouds
582,Constitucion,CL,-35.3333,-72.4167,54.95,65,13,13.11,few clouds
583,Ignacio Zaragoza,MX,28.3833,-107.2167,77.52,6,0,19.73,clear sky
584,Sola,VU,-13.8833,167.55,81.27,89,20,0.0,few clouds
585,Gushikawa,JP,26.3544,127.8686,70.83,84,100,8.05,overcast clouds
586,Polovinnoye,RU,54.7914,65.9864,47.48,60,86,10.58,overcast clouds
587,Razole,IN,16.4833,81.8333,79.23,95,30,3.85,scattered clouds
588,Dakar,SN,14.6937,-17.4441,70.68,94,0,13.8,clear sky
589,Misawa,JP,40.6836,141.3597,46.6,72,52,6.22,broken clouds
590,Bukama,CD,-9.2,25.85,67.86,93,92,0.94,light rain
591,Tommot,RU,58.9564,126.2925,28.44,70,26,1.63,scattered clouds
592,Vaitape,PF,-16.5167,-151.75,81.64,72,2,19.66,light rain
593,Bosaso,SO,11.2842,49.1816,85.14,59,22,5.01,few clouds
594,Front Royal,US,38.9182,-78.1944,69.42,19,9,1.99,clear sky
595,Amqui,CA,48.4638,-67.4313,34.14,98,100,10.38,light snow
596,Cabedelo,BR,-6.9811,-34.8339,77.67,75,100,10.22,overcast clouds
597,Northam,GB,51.0333,-4.2167,49.66,76,98,7.31,overcast clouds
598,Jiuquan,CN,39.7432,98.5174,48.06,35,100,8.84,overcast clouds
599,Riyadh,SA,24.6877,46.7219,69.94,48,42,7.99,scattered clouds
600,Mineiros,BR,-17.5694,-52.5511,72.21,51,3,0.67,clear sky
601,Middlebury,US,44.0153,-73.1673,54.59,23,40,19.57,scattered clouds
602,Chokurdakh,RU,70.6333,147.9167,10.11,96,92,7.78,overcast clouds
603,Ulaanbaatar,MN,47.9077,106.8832,26.73,43,75,0.0,broken clouds
604,Kaeo,NZ,-35.1,173.7833,60.33,97,39,12.75,scattered clouds
605,Sohag,EG,26.557,31.6948,88.09,9,15,5.59,few clouds
606,Honiara,SB,-9.4333,159.95,82.81,72,100,2.13,overcast clouds
607,Kineta,GR,37.9709,23.2183,66.25,68,100,7.92,overcast clouds
608,Tanout,NE,14.9709,8.8879,87.76,17,17,4.94,few clouds
609,Kang,BW,-23.6752,22.7876,65.1,58,82,3.31,broken clouds
610,Guanambi,BR,-14.2233,-42.7814,75.06,45,72,5.55,broken clouds
611,Ilek,RU,51.5271,53.3831,46.04,60,100,10.04,overcast clouds
612,Morondava,MG,-20.2833,44.2833,77.36,70,0,4.83,clear sky
613,Shitanjing,CN,39.2342,106.3439,39.36,19,100,3.83,overcast clouds
614,Kansanshi,ZM,-12.0951,26.4273,62.33,80,98,2.82,overcast clouds
615,Farmington,US,36.7281,-108.2187,68.14,16,0,26.46,clear sky
616,Porto Novo,BJ,6.4965,2.6036,76.82,79,100,6.91,light rain
617,Kem,RU,64.9555,34.5793,27.32,78,98,9.57,overcast clouds
618,Ixtapa,MX,20.7,-105.2,93.43,20,0,8.12,clear sky
619,Springdale,US,36.1867,-94.1288,79.68,60,40,26.46,scattered clouds
620,Glinka,RU,54.6404,32.8781,32.56,80,55,4.07,broken clouds
621,Synya,RU,65.3718,58.0387,24.89,92,94,13.76,snow
622,Port Hawkesbury,CA,45.6169,-61.3485,43.97,94,100,9.22,mist
623,Funtua,NG,11.5233,7.3081,85.41,31,74,6.85,broken clouds
624,Calabaca,PH,14.3001,122.4336,77.92,90,82,4.65,broken clouds
625,Carutapera,BR,-1.195,-46.02,77.29,88,100,5.79,overcast clouds
626,Terra Santa,BR,-2.1042,-56.4869,76.89,91,96,3.69,overcast clouds
627,Porangatu,BR,-13.4408,-49.1486,75.72,54,1,2.68,clear sky
628,Tornio,FI,65.8481,24.1466,32.02,88,94,5.53,overcast clouds
629,Nizhniy Odes,RU,63.6445,54.856,28.24,91,98,2.57,light snow
630,Shakiso,ET,5.75,38.9167,58.28,98,74,3.06,broken clouds
631,San Luis,AR,-33.295,-66.3356,53.89,42,0,6.08,clear sky
632,Palauig,PH,15.435,119.9045,81.99,71,100,3.38,overcast clouds
633,Kupino,RU,54.3663,77.2981,59.34,49,100,7.96,overcast clouds
634,Norilsk,RU,69.3535,88.2027,-1.52,96,81,3.24,broken clouds
635,Cooma,AU,-36.2333,149.1333,53.37,71,100,3.44,light rain
636,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,92,40,13.8,scattered clouds
637,Baykit,RU,61.67,96.37,42.15,99,96,4.16,overcast clouds
638,Vestmannaeyjar,IS,63.4427,-20.2734,47.79,84,36,13.38,scattered clouds
639,Soeng Sang,TH,14.4264,102.4606,74.12,93,98,8.03,overcast clouds
640,North Myrtle Beach,US,33.816,-78.68,74.28,59,0,9.22,clear sky
641,Yarada,IN,17.65,83.2667,84.52,84,20,5.75,few clouds
642,Suzun,RU,53.7841,82.3116,54.95,54,100,4.27,overcast clouds
643,Marsaxlokk,MT,35.8419,14.5431,64.08,63,0,3.44,clear sky
644,Emerald,AU,-23.5333,148.1667,66.34,100,2,9.22,clear sky
645,Algiers,DZ,36.7525,3.042,58.82,94,40,3.44,scattered clouds
646,Urucara,BR,-2.5364,-57.76,76.1,96,100,1.92,moderate rain
647,Siyana,IN,28.6277,78.0599,88.9,13,3,4.12,clear sky
648,Pringsewu,ID,-5.3582,104.9744,74.59,95,38,4.54,scattered clouds
649,Mtwara,TZ,-10.2667,40.1833,73.51,87,47,9.19,scattered clouds
650,Krutinka,RU,56.0055,71.5113,43.23,82,82,13.09,broken clouds
651,Zaigrayevo,RU,51.8336,108.2703,36.5,88,100,4.52,light rain
652,Snezhnogorsk,RU,69.1933,33.2531,26.38,81,96,17.13,overcast clouds
653,Varkaus,FI,62.3153,27.873,26.31,94,51,3.71,broken clouds
654,Svetlogorsk,BY,52.6333,29.7333,40.66,77,59,4.36,broken clouds
655,Candido De Abreu,BR,-24.5669,-51.3333,68.05,95,94,2.66,overcast clouds
656,Ano Komi,GR,40.2333,21.8333,60.06,71,100,3.44,overcast clouds
657,Moussoro,TD,13.6408,16.4901,91.33,21,85,5.26,overcast clouds
658,Hobyo,SO,5.3505,48.5268,83.75,72,87,8.72,overcast clouds
659,Seoul,KR,37.5683,126.9778,53.17,60,0,5.75,clear sky
660,Biak,ID,-0.9131,122.8766,76.17,85,76,4.41,broken clouds
661,Jiaocheng,CN,24.6774,116.1389,67.51,95,99,2.55,overcast clouds
662,Maceio,BR,-9.6658,-35.7353,76.44,83,75,2.3,broken clouds
663,Francisco Beltrao,BR,-26.0811,-53.055,65.84,98,27,4.27,scattered clouds
664,Benguela,AO,-12.5763,13.4055,76.82,86,38,1.3,scattered clouds
665,Arawa,PG,-6.2132,155.5367,83.32,71,100,2.04,overcast clouds
666,Shepsi,RU,44.0361,39.1489,56.39,95,7,2.66,clear sky
667,Muisne,EC,0.6,-80.0333,78.44,86,100,11.48,overcast clouds
668,Ornskoldsvik,SE,63.2909,18.7153,36.55,64,100,10.36,overcast clouds
669,Chimoio,MZ,-19.1164,33.4833,62.46,88,0,3.04,clear sky
670,Nelson,NZ,-41.2833,173.2833,57.69,87,3,1.99,clear sky
671,Batticaloa,LK,7.7102,81.6924,80.2,82,99,5.41,overcast clouds
672,Strezhevoy,RU,60.7333,77.5889,30.43,86,100,6.2,overcast clouds
673,Shirokiy,RU,49.758,129.523,42.62,56,100,7.45,overcast clouds
674,Agirish,RU,61.9247,63.0231,22.41,90,26,5.64,scattered clouds
675,Jaru,BR,-10.4389,-62.4664,78.01,84,100,2.57,overcast clouds
676,Sarh,TD,9.1429,18.3923,87.71,51,0,9.22,clear sky
677,Oistins,BB,13.0667,-59.5333,82.49,83,20,13.8,few clouds
678,Mahibadhoo,MV,3.7833,72.9667,85.59,72,100,12.53,moderate rain
679,Manokwari,ID,-0.8667,134.0833,78.85,79,100,4.45,overcast clouds
680,Nome,US,64.5011,-165.4064,41.11,70,0,17.27,clear sky
681,Tomatlan,MX,19.9333,-105.25,98.33,16,0,16.37,clear sky
682,Tomigusuku,JP,26.185,127.675,71.37,81,75,9.22,broken clouds
683,Pio Xii,BR,-3.8325,-45.1525,75.42,95,100,2.93,moderate rain
684,Boueni,YT,-12.9025,45.0761,78.78,79,66,7.83,light rain
685,Ipixuna,BR,-1.7625,-48.8043,75.67,96,100,3.44,moderate rain
686,Ulcinj,ME,41.9294,19.2244,64.62,67,36,10.74,scattered clouds
687,Mawlaik,MM,23.6333,94.4167,77.05,39,1,1.57,clear sky
688,Tukums,LV,56.9669,23.1553,34.95,78,63,4.7,broken clouds
689,Taga,RO,46.95,24.05,48.52,85,85,2.46,overcast clouds
690,Aksu,CN,41.1231,80.2644,59.36,36,95,4.7,overcast clouds
691,Ucluelet,CA,48.9329,-125.5528,53.1,80,100,1.01,overcast clouds
692,Trairi,BR,-3.2778,-39.2689,76.57,91,96,6.67,overcast clouds
693,Karratha,AU,-20.7377,116.8463,74.79,65,99,11.34,overcast clouds
694,Wageningen,NL,51.9667,5.6667,48.29,77,100,9.22,overcast clouds
695,Natitingou,BJ,10.3042,1.3796,85.24,40,95,6.62,overcast clouds
696,Khasan,RU,42.4308,130.6434,45.34,83,100,10.94,overcast clouds
697,Mecca,SA,21.4267,39.8261,85.35,44,0,1.81,clear sky
698,Pamanukan,ID,-6.2842,107.8106,77.25,90,93,5.59,overcast clouds
699,Kenora,CA,49.8167,-94.4337,47.37,53,100,11.5,overcast clouds
700,Chiredzi,ZW,-21.05,31.6667,61.97,65,0,5.32,clear sky
701,Ballina,AU,-28.8667,153.5667,66.38,96,40,0.0,scattered clouds
702,Ust-Nera,RU,64.5667,143.2,18.91,92,99,2.44,overcast clouds
703,Bassano,CA,50.7834,-112.4685,54.63,35,100,6.85,overcast clouds
